TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
8516,Legacy verification,Burial Mound,Forest,Scrub,2018-09-11,NA,15,1.5,3 - damaged,Looting,638-639
8236,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-11,8,NA,0.4,4 - seriously damaged,Agriculture,883-885
8517,Legacy verification,Other,Forest,Forest,2018-09-11,0,NA,0,0 - No observation,No observation,642
8518,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-11,140,15,0.8,4 - seriously damaged,Agriculture,"643, 644"
8237,Legacy verification,Other,Pasture,Other,2018-09-11,0,NA,0.5,5 - extinct or near extinct,Construction,"886-887,explain in notes"
8238,Legacy verification,Burial Mound,Pasture,Annual agriculture,2018-09-11,32,NA,2,3 - damaged,Looting,889-891
8239,Legacy verification,Other,Pasture,Pasture,2018-09-11,9,NA,0.2,5 - extinct or near extinct,Construction,"892-897,grassland"
8240,Survey,Other,Annual agriculture,Pasture,2018-09-11,8,NA,0.4,4 - seriously damaged,Construction,"903,grassland"
9646,Legacy verification,Surface Scatter,Pasture,Pasture,2018-09-11,500,400,0,1 - pristine,No observation,"external photos only, 595-600, not far from the river and the local water reservoir, good visibility of the surrounding terrain, but sheltered with the two surroundings hills, near Vodenska river, slightly elevated plateau; GPS taken back at the base to eliminate shapefile export issues; LAtLong manually entered from GPS, after the fieldwork, (42.04261, 26.889779)),grassland,not applicable, no mound"
9647,Legacy verification,Surface Scatter,Scrub,Scrub,2018-09-11,300,200,0,2 - minor damage,Looting,"only external photos, GPS taken back at the base to eliminate shape file export issues,visible all hills towards south, all the way to Turkey"
9648,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,40,35,1.5,4 - seriously damaged,Urban development,"ext no 626,mound shape still present - has been spread out/flattened by agriculture"
9649,Legacy verification,Other,Annual agriculture,Scrub,2018-09-12,20,10,1,0 - No observation,Agriculture,"listed as geolithic point on map, but none present),ext no 621 (overview)"
9650,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,25,20,2,4 - seriously damaged,Agriculture,"ext no 632, 633,mound likely higher before agriculture - current shape is flatter and spread out"
9651,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,35,30,1.5,4 - seriously damaged,Agriculture,"ext no 37, 38"
9652,Legacy verification,Burial Mound,Forest,Forest,2018-09-12,35,30,6,4 - seriously damaged,Looting,"ext no 39, 41"
8241,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,22,NA,2.7,1 - pristine,Agriculture,"910-912,grassland"
9653,Serendipity,Uncertain Feature,Forest,Forest,2018-09-12,8,6,1.3,0 - No observation,Other,"ext no 45-47,curved rectangle"
8242,Survey,Burial Mound,Pasture,Pasture,2018-09-12,20,NA,2.5,3 - damaged,Looting,"913-917,grassland"
8243,Survey,Other,Pasture,Pasture,2018-09-12,8,NA,1.5,4 - seriously damaged,Other,"918-920,grassland"
9654,Survey,Uncertain Feature,Forest,Forest,2018-09-12,12,6,1.7,0 - No observation,Other,"ext no 648,rectangular"
8244,Survey,Other,Pasture,Pasture,2018-09-12,4,NA,2,4 - seriously damaged,Other,"923,grassland"
9655,Survey,Other,Forest,Forest,2018-09-12,16,15,3,0 - No observation,Other,ext no 650
8245,Survey,Other,Pasture,Pasture,2018-09-12,6,NA,1,3 - damaged,Other,"924,grassland"
9656,Survey,Other,Forest,Forest,2018-09-12,16,15,2,0 - No observation,Other,ext no 652
8246,Survey,Other,Pasture,Pasture,2018-09-12,6,NA,1.7,4 - seriously damaged,Other,"925-926,grassland"
8247,Survey,Other,Pasture,Pasture,2018-09-12,6,NA,1,3 - damaged,Post-depositional,"927,grassland"
9657,Legacy verification,Burial Mound,Forest,Scrub,2018-09-12,35,40,8,4 - seriously damaged,Looting,"ext no 653-672 (all photos for mound - clarify when processing),low due to vegetation"
8248,Survey,Burial Mound,Pasture,Pasture,2018-09-12,12,NA,1.6,2 - minor damage,Other,"932-933,grassland"
8249,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,25,NA,2.5,1 - pristine,Animal activity,"938-939,grassland"
8250,Survey,Other,Pasture,Pasture,2018-09-12,6,NA,1.7,4 - seriously damaged,Other,"940,grassland"
8251,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-12,15,NA,2,0 - No observation,Post-depositional,"941,Height hard to tell due to bushes"
8252,Survey,Other,Pasture,Pasture,2018-09-12,6,NA,1.5,5 - extinct or near extinct,Other,"military activity),943,grassland,Height hard to tell due to bushes"
9658,Survey,Uncertain Feature,Forest,Forest,2018-09-12,9,8,1.4,0 - No observation,Other,"ext no 674-675,curved rectangle"
8253,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,30,25,2,1 - pristine,Post-depositional,"944-945,grassland"
9659,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-12,0,NA,0,0 - No observation,Agriculture,ext no 678-679
8254,Survey,Burial Mound,Pasture,Pasture,2018-09-12,15,NA,1.9,1 - pristine,Animal activity,"946,grassland"
9660,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-12,35,32,0.5,0 - No observation,Agriculture,"ext no 685,and stones,flat, circular"
9661,Legacy verification,Burial Mound,Forest,Forest,2018-09-12,30,25,2.5,4 - seriously damaged,Other,"686-689,low due to presence of vegetation,embankment shape: rectangular; 6x10m"
8255,Survey,Other,Scrub,Pasture,2018-09-12,8,NA,1.5,3 - damaged,Other,"961,grassland"
8256,Survey,Other,Pasture,Pasture,2018-09-12,10,NA,0.5,0 - No observation,Other,"963,grassland,highly ambiguous"
8257,Survey,Other,Pasture,Pasture,2018-09-12,0,NA,0,0 - No observation,No observation,"geodetic marker,969,grassland"
9662,Survey,Other,Scrub,Scrub,2018-09-13,20,12,2.2,0 - No observation,Other,"military tank embankment),ext no 696,not necessarily applicable for embankment"
9663,Legacy verification,Other,Scrub,Scrub,2018-09-13,16,15,2,0 - No observation,Other,"military concrete bunker under soil layer with concrete and brick arch (entrance)),ext no 697,ploughed field close by"
9664,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,30,25,1.5,4 - seriously damaged,Agriculture,"ext no 702,round, flattened by annual agriculture - likely would have been taller"
8258,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,15,NA,1.5,1 - pristine,Animal activity,"978,grassland"
9665,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-13,22,20,1.2,3 - damaged,Looting,"ext no 707,small; circular"
8519,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,35,30,5,3 - damaged,Looting,grassland
9800,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,NA,NA,NA,0 - No observation,Agriculture,"047-057,agricultural fields, with Popovska river and associated forest forming southern boundary.,bordered by river and creek on two sides - fluvial valley"
8259,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,15,NA,1.4,2 - minor damage,Other,"984-985,pasture with a bit of scrub,grassland"
9666,Survey,Uncertain Feature,Scrub,Scrub,2018-09-13,16,8,1,0 - No observation,Other,"ext no 709,irregular rectangles"
8520,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,45,40,3.5,3 - damaged,Animal activity,grassland
8260,Survey,Surface Scatter,Annual agriculture,Pasture,2018-09-13,30,NA,0,3 - damaged,Agriculture,"988,,grassland,potential for further survey, this 30m is as far as we looked to the southwest"
8521,Legacy verification,Burial Mound,Scrub,Annual agriculture,2018-09-13,45,40,2,3 - damaged,Looting,
9801,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,NA,NA,NA,0 - No observation,Anthropogenic,"058 - 063,agricultural fields, with Popovska river and associated forest forming southern boundary, some shrub/forest on northern edge boundary between fields?,bordered by river and creek on three sides - fluvial valley"
9667,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,500,300,0,0 - No observation,Agriculture,"ext no 717, 718"
8261,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,20,NA,0.5,4 - seriously damaged,Agriculture,"993, 994,with small patch of grass and stone"
8522,Legacy verification,Other,Pasture,Pasture,2018-09-13,0,NA,0,0 - No observation,No observation,"taken from top,grassland"
9668,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,20,16,2.5,2 - minor damage,Other,"ext no 720; prominence facing NE ext no 721,upper slope,circular with raised point in centre (geodetic point)"
8262,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-13,0,NA,0,2 - minor damage,Other,"elevation point in field ),995-998,with slight grassland"
8263,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-13,25,NA,1,1 - pristine,Agriculture,"999-60001,grassland"
8523,Legacy verification,Extinct Burial Mound,Pasture,Scrub,2018-09-13,0,NA,2,5 - extinct or near extinct,Construction,
9669,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,25,20,2,2 - minor damage,Construction,"ext 725, 726"
8524,Legacy verification,Burial Mound,Forest,Scrub,2018-09-13,40,NA,3.5,4 - seriously damaged,Looting,
9670,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,25,NA,1,4 - seriously damaged,Looting,"ext no 729,possible perennial agriculture - old ploughed lines,flatter and longer than traditional mound due to perennial agricultural land use"
8264,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,24,NA,1.6,2 - minor damage,Construction,"60002-60005,grassland"
8265,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-13,15,NA,1.5,3 - damaged,Looting,0006-0009
9671,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,20,NA,0.3,5 - extinct or near extinct,Agriculture,"close to extinction),ext 733,on the elevated part of the plain,when it was still a mound"
8266,Survey,Other,Pasture,Scrub,2018-09-13,6,NA,0.7,4 - seriously damaged,Other,"could be excavated mound or a tank emplacement),010-012"
8267,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,10,NA,1,2 - minor damage,Other,"24-25,grassland"
8525,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-13,0,NA,1,5 - extinct or near extinct,Looting,grassland
8526,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-13,0,NA,0,5 - extinct or near extinct,Construction,grassland
9672,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,30,NA,1.5,3 - damaged,Agriculture,"ext 736,circular, relatively flat and spread out, would have had a higher prominence before agricultural land use"
9673,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,19,NA,0.5,3 - damaged,Agriculture,"ext 737,relatively flat, circular; spread out but agricultural land use"
9674,Survey,Other,Pasture,Pasture,2018-09-13,6,8,1,0 - No observation,Other,"ext 738,grassland"
9675,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-14,10,8,0.1,5 - extinct or near extinct,Agriculture,ext 749
9676,Survey,Burial Mound,Pasture,Scrub,2018-09-14,21,17,0.5,2 - minor damage,Other,"ext no 751,circular"
8268,Survey,Burial Mound?,Pasture,Pasture,2018-09-14,8,6,1.2,0 - No observation,Anthropogenic,"48,grassland (scrub and pasture"
9677,Survey,Uncertain Feature,Pasture,Scrub,2018-09-14,12,10,0.5,4 - seriously damaged,Other,ext 759
8269,Survey,Other,Pasture,Pasture,2018-09-14,10,8,0.8,0 - No observation,Anthropogenic,"tank emplacement or resoivor),48-51,grassland"
9678,Survey,Extinct Burial Mound,Pasture,Scrub,2018-09-14,20,15,0.1,5 - extinct or near extinct,Agriculture,"ext 760, 761"
8270,Survey,Other,Pasture,Pasture,2018-09-14,20,NA,2.2,0 - No observation,Post-depositional,"bunker,52-62,grassland"
8271,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-14,16,NA,2,5 - extinct or near extinct,Other,"63-64,grassland"
9679,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,40,35,2,3 - damaged,Looting,"ext 762,763,sunflower field"
8272,Survey,Other,Pasture,Pasture,2018-09-14,16,NA,2,0 - No observation,Other,"tank emplacement ),82-83,grassland"
8527,Legacy verification,Burial Mound,Pasture,Forest,2018-09-14,50,45,4,2 - minor damage,Looting,
8273,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-14,25,NA,4,2 - minor damage,Looting,85-87
9680,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,20,9,0.5,3 - damaged,Agriculture,"ext 766,partly cut off by agriculture"
8274,Local informant,Burial Mound,Pasture,Pasture,2018-09-14,12,NA,1.1,2 - minor damage,Agriculture,"104-106,grassland (pasture scrub and stones"
9681,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,25,NA,2.5,3 - damaged,Looting,"ext 773, 774"
8275,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-14,20,NA,1.5,3 - damaged,Looting,"109-110,grassland"
8276,Legacy verification,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-14,12,NA,0.7,4 - seriously damaged,Agriculture,111-113
8528,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-14,25,20,2,3 - damaged,Looting,grassland
9682,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-14,5,2,0.1,0 - No observation,No observation,"ext 776,sunflower field"
8277,Legacy verification,Burial Mound,Forest,Forest,2018-09-14,25,NA,2.7,4 - seriously damaged,Looting,121-125
8529,Legacy verification,Other,Pasture,Pasture,2018-09-14,0,NA,0,0 - No observation,No observation,grassland
9683,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-14,30,NA,2.5,3 - damaged,Looting,"ext 777,778"
8530,Legacy verification,Burial Mound,Annual agriculture,Forest,2018-09-14,33,28,2.5,3 - damaged,Looting,
9684,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-14,10,10,0.5,0 - No observation,Agriculture,ext 786
8278,Legacy verification,Other,Forest,Pasture,2018-09-14,5,NA,2.2,0 - No observation,Construction,"bunker,129-130,grassland"
8279,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-14,8,NA,1.5,5 - extinct or near extinct,Looting,"with a crater),155-156,grassland"
9685,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,25,NA,0.5,2 - minor damage,Agriculture,"ext 796,irregular circle, flattened top"
9686,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,40,30,1.5,2 - minor damage,Agriculture,ext 797
9687,Survey,Uncertain Feature,Scrub,Scrub,2018-09-17,6,6,0.5,0 - No observation,Other,ext 940
9688,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,24,20,1.5,3 - damaged,Looting,"ext 941,942,flat hilltop"
9689,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-17,30,20,1.8,4 - seriously damaged,Other,"ext 945, 946"
9690,Survey,Other,Scrub,Scrub,2018-09-17,14,12,2,0 - No observation,Other,"ext 949,950"
8280,Survey,Other,Pasture,Pasture,2018-09-17,20,NA,3,5 - extinct or near extinct,Construction,"180-183,grassland"
8531,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,0,NA,0,5 - extinct or near extinct,Construction,grassland
8281,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,20,15,1.5,5 - extinct or near extinct,Other,"185,grassland"
9691,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,15,NA,1,4 - seriously damaged,Looting,"ext 952; 953 and 954 NW facing,flat hilltop"
8282,Survey,Burial Mound,Pasture,Pasture,2018-09-17,16,NA,1,2 - minor damage,Other,"186,grassland"
9692,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,40,35,5,3 - damaged,Looting,"ext 955,956"
8283,Legacy verification,Burial Mound,Scrub,Forest,2018-09-17,18,NA,2,2 - minor damage,Looting,187-189
8532,Legacy verification,Burial Mound,Pasture,Forest,2018-09-17,42,38,3,3 - damaged,Looting,
8284,Survey,Burial Mound,Scrub,Pasture,2018-09-17,12,10,0.6,2 - minor damage,Looting,"191,grassland"
9693,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-17,50,40,6,3 - damaged,Looting,"ext 964,965"
8285,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-17,20,NA,2.3,3 - damaged,Looting,201
9694,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,20,15,2,2 - minor damage,Looting,"ext 769,sunflower fields on one side, scrub on the other"
8533,Legacy verification,Burial Mound,Scrub,Forest,2018-09-17,20,18,1.4,2 - minor damage,Post-depositional,
8286,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-17,0,NA,0,0 - No observation,No observation,221-225
8534,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-17,25,25,1.5,1 - pristine,No observation,
8287,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-17,12,NA,0.8,3 - damaged,Agriculture,"226-227,grassland"
8535,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,0,NA,0,5 - extinct or near extinct,Construction,grassland
8536,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-17,30,22,1.5,2 - minor damage,Agriculture,grassland
9695,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,24,NA,1.5,4 - seriously damaged,Looting,"ext 980,ploughed field on one side, scrub on the other"
8537,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-18,26,25,0.6,5 - extinct or near extinct,Agriculture,"ext 831, 832,local hilltop from other perspective,would have been higher before extinction"
8538,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-18,35,30,1.2,5 - extinct or near extinct,Agriculture,"ext 834, 835,would have been higher before extinction"
8288,Legacy verification,Burial Mound,Forest,Scrub,2018-09-18,12,NA,1.5,3 - damaged,Looting,241-242 too much scrub and trees around to take a photo of the whole mound
8539,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-18,35,33,2,4 - seriously damaged,Looting,"photo 836 -839,grassland"
8289,Survey,Other,Pasture,Scrub,2018-09-18,NA,NA,1,0 - No observation,Other,"trench,244"
8540,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-18,0,0,0,5 - extinct or near extinct,Agriculture,
8290,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-18,14,NA,2,4 - seriously damaged,Other,"245, detail shots 246-253,scrub and rocks"
8541,Legacy verification,Other,Scrub,Urban,2018-09-18,0,0,0,5 - extinct or near extinct,Urban development,"ext 842-848 (overview + field shots of urban development),and urban development,in a settlement or surrounded by infrastructure"
8292,Legacy verification,Extinct Burial Mound,Forest,Pasture,2018-09-18,0,NA,0.2,5 - extinct or near extinct,Agriculture,"257,grassland (and annual agriculture"
8293,Legacy verification,Other,Pasture,Pasture,2018-09-18,0,NA,0,0 - No observation,Other,"geodetic marker,258,grassland"
8294,Survey,Surface Scatter,Annual agriculture,Scrub,2018-09-19,100,NA,0,3 - damaged,Agriculture,261-272
9696,Legacy verification,Uncertain Feature,Scrub,Scrub,2018-09-19,45,20,1.5,5 - extinct or near extinct,Construction,"geodetic point, most likely not a mound),ext. detail 986, overview 987"
9697,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2018-09-19,20,20,1,3 - damaged,Looting,"ext 989,e.g orchard or vineyard very recent pine forest / scrub,perennial agriculture"
8295,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,NA,2,4 - seriously damaged,Looting,273-276
8296,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-19,8,NA,0.5,5 - extinct or near extinct,Agriculture,277-279
8297,Survey,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-19,12,8,0.5,5 - extinct or near extinct,Agriculture,"280-281,grassland,narrow lozenge"
8298,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-19,8,NA,0.3,5 - extinct or near extinct,Agriculture,283
9698,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-19,60,55,5,3 - damaged,Looting,"ext 993,994 (deleted), delete one of them"
8299,Legacy verification,Burial Mound,Annual agriculture,Forest,2018-09-19,NA,NA,5,2 - minor damage,Looting,"288-296; gps taken 10 m to NW at the foot of the mound, image points to mound top; 317 exterior picture"
9699,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,25,2.5,3 - damaged,Looting,"ext 996,997,sunflower field,close to valley bottom/plain,overgrown, hard to measure, check satellite"
8700,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-19,30,NA,4,4 - seriously damaged,Looting,299-306; 318-319 view to south west from mound
9700,Survey,Surface Scatter,Annual agriculture,Pasture,2018-09-19,500,NA,0,0 - No observation,No observation,"ext 002-006,grassland"
9701,Local informant,Burial Mound,Pasture,Scrub,2018-09-19,20,20,0,5 - extinct or near extinct,Looting,"ext 013,014"
8701,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,15,NA,1.2,3 - damaged,Looting,340-341
9702,Survey,Uncertain Feature,Pasture,Scrub,2018-09-19,20,NA,1.5,3 - damaged,Post-depositional,"ext 016,017, ext 018 facing w with possible extinct mound not on the map"
9703,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,20,0.5,2 - minor damage,Animal activity,"ext 32,33"
8702,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,20,NA,2,0 - No observation,Post-depositional,344
8703,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-19,16,NA,1.7,1 - pristine,Post-depositional,"345,grassland"
8704,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-19,8,NA,1.1,2 - minor damage,Agriculture,346
9704,Legacy verification,Extinct Burial Mound,Forest,Forest,2018-09-19,0,NA,0,5 - extinct or near extinct,Post-depositional,ext 045
9705,Legacy verification,Extinct Burial Mound,Scrub,Forest,2018-09-19,0,NA,0,5 - extinct or near extinct,Post-depositional,ext 047
8542,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-20,20,18,2,3 - damaged,Looting,
9802,Survey,Tell,Annual agriculture,Annual agriculture,2018-09-20,NA,NA,0.01,0 - No observation,Agriculture,
8543,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-20,30,30,2.5,4 - seriously damaged,Looting,
9803,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-20,NA,NA,NA,0 - No observation,Agriculture,"Open air settlement from antique period, situated in agricultural fields on the south bank of Popovska river,Site is very close to antique finds from 9802 â€“ possibly from the same settlement"
8544,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-20,30,20,1,2 - minor damage,Agriculture,
8545,Survey,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-20,20,15,1,5 - extinct or near extinct,Agriculture,
9804,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-20,15,NA,1.5,1 - pristine,Post-depositional,"148, 149,grassland (Scrub patch in centre of ploughed field"
8546,Legacy verification,Burial Mound,Pasture,Forest,2018-09-20,10,NA,0.5,5 - extinct or near extinct,Looting,
9805,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-20,NA,NA,0.01,0 - No observation,Agriculture,
8547,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-20,45,NA,3,4 - seriously damaged,Looting,
8548,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-20,45,NA,5,2 - minor damage,Construction,grassland
8549,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-21,30,25,1.6,3 - damaged,Looting,grassland
8550,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-21,20,18,0.5,4 - seriously damaged,Looting,grassland
9806,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-21,NA,NA,NA,0 - No observation,Anthropogenic,"156-159 (site can also be seen in background of photo 161),Hilltop, extending onto the upperslope"
8551,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-21,30,30,1.5,4 - seriously damaged,Looting,
9807,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-21,NA,NA,NA,0 - No observation,Anthropogenic,"160-161,Some forest in river valley,,primarily deeply ploughed agricultural fields"
8552,Legacy verification,Extinct Burial Mound,Forest,Forest,2018-09-21,0,NA,0,5 - extinct or near extinct,Construction,
8553,Legacy verification,Burial Mound,Forest,Forest,2018-09-21,20,NA,0,5 - extinct or near extinct,Looting,
9706,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-25,25,NA,1,3 - damaged,Agriculture,"ext 271, 272,grassland"
8554,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,30,NA,1.5,3 - damaged,Looting,942
9707,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,25,25,2.5,3 - damaged,Looting,"ext. 274, 275"
8555,Legacy verification,Other,Forest,Forest,2018-09-25,0,NA,0,0 - No observation,No observation,944
9708,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-25,20,20,0.5,4 - seriously damaged,Agriculture,"ext 276, 277, 278 overview west, three low mounds next to each other"
8556,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,15,NA,0.5,4 - seriously damaged,Looting,945-946
9709,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-25,25,NA,0.5,4 - seriously damaged,Agriculture,"ext 279,280"
9710,Survey,Extinct Burial Mound,Scrub,Annual agriculture,2018-09-25,0,NA,0,5 - extinct or near extinct,Looting,"ext 282,283"
8557,Legacy verification,Burial Mound,Forest,Pasture,2018-09-25,45,NA,4,3 - damaged,Looting,"grassland (mound itself is not covered with trees but surrounded by them at the foot of the mound outwards, and the top is long grass"
9711,Survey,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-25,0,NA,0,5 - extinct or near extinct,Looting,"ext 284,285"
9712,Survey,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-25,0,NA,0,5 - extinct or near extinct,Looting,"ext 286,287"
9713,Survey,Burial Mound,Forest,Annual agriculture,2018-09-25,25,20,3,2 - minor damage,Animal activity,"ext 288,289"
9714,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,20,NA,1,4 - seriously damaged,Looting,ext 297
9715,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-25,30,25,1,3 - damaged,Agriculture,"ext 298,299"
8558,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-25,25,NA,1.8,2 - minor damage,Urban development,"956-957,grassland"
9716,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-25,30,25,0.5,4 - seriously damaged,Agriculture,"ext 305,306"
8559,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-25,26,20,0.4,4 - seriously damaged,Agriculture,958-959
9717,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-25,300,NA,0,0 - No observation,Agriculture,"ext 311, harrowed field"
9718,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-25,50,40,4,4 - seriously damaged,Looting,ext 322-327
8560,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-25,30,NA,1.6,1 - pristine,Agriculture,grassland
8561,Survey,Uncertain Feature,Pasture,Pasture,2018-09-25,25,20,1,3 - damaged,Agriculture,"uncertain burial mound ),967-968,grassland"
8562,Survey,Uncertain Feature,Pasture,Pasture,2018-09-25,25,20,0.5,4 - seriously damaged,Agriculture,"971-972,grassland"
8563,Survey,Uncertain Feature,Scrub,Pasture,2018-09-25,30,30,0.4,4 - seriously damaged,Agriculture,"975-976,grassland"
9719,Survey,Burial Mound,Pasture,Pasture,2018-09-25,35,25,1,4 - seriously damaged,Looting,"ext 335-7,grassland"
9720,Survey,Burial Mound,Pasture,Pasture,2018-09-25,30,25,1.5,2 - minor damage,Looting,"ext 342,343,grassland"
9808,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-25,NA,NA,NA,0 - No observation,Anthropogenic,"064-066,river valley - creek forms one border"
