TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
8771,Adela Sobotkova,2022-09-21,Extinct Burial Mound,none,Legacy verification,"dense scrub and forest, poorly accessible, off a creek, no mound resembling feature in sight, GC attempted but failed. recommendation, access the site from the west.",Forest,Scrub,42.3020366666667,26.8463333333333,4683323.32713797,487334.049787672,1.2,Southwest,0,0,0,0,none,NA,none,No,NA,NA,0 - No observation,,No observation,none,No observation,Not available,Unknown,none,none,NA,POINT(487334.049788 4683323.327138)
8640,Matilde Jensen,2022-09-21,Burial Mound,round,Legacy verification,"Twin mound situated on the south edge of the road leading from Kamenets to Polyana. Mound is located in a heavily ploughed field, but still very prominent. Easily spotted from the road.",Annual agriculture,Annual agriculture,42.3237683333333,26.76386,4685751.86682804,480542.890269034,1.2,West,1.1,19,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,"
no observation",NA,NA,POINT(480542.890269 4685751.866828)
8641,Matilde Jensen,2022-09-21,Burial Mound,,Legacy verification,"twin mounds located in a heavily ploughed field. Mound about 20 meters apart. Twin mound situated on the south edge of the road leading from Kamenets to Polyana. Mound is located in a heavily ploughed field, but still very prominent. Easily spotted from the road.",Annual agriculture,Annual agriculture,42.32316,26.763605,4685684.37873675,480521.691504053,1.4,Southwest,1.1,19,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,no observation,NA,NA,POINT(480521.691504 4685684.378737)
8642,Matilde Jensen,2022-09-21,Burial Mound,,Legacy verification,mound located in a heavily ploughed field. the mound is seriously damaged by agriculture.,Annual agriculture,Annual agriculture,42.323165,26.7730333333333,4685682.81879801,481298.562540987,1.2,Northwest,0.5,22,NA,NA,NA,NA,scatter of Roman and late antique found around 100m from the mound,No,Roman or late antique,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8642_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8642_2.jpg''}}",3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,no observation,NA,NA,POINT(481298.562541 4685682.818798)
8643,Matilde Jensen,2022-09-21,Extinct Burial Mound,,Legacy verification,nearly extinct mound only recognizable by the lighter brown soil in the field. a forest is located near the extinct mound,Annual agriculture,Annual agriculture,42.3239083333333,26.7733333333333,4685765.28909109,481323.501591427,2.1,Northwest,0,0,NA,NA,NA,NA,none,No,NA,NA,4 - seriously damaged,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,no observation,NA,NA,POINT(481323.501591 4685765.289091)
8772,Julie Lund,2022-09-21,Extinct Burial Mound?,"sphere-like, protruding 30m above the creek on the mound,",Legacy verification,"uncertain feature in a patch of scrub and forest, next to a creek, down slope, mound indistinguishable, more likely a settlement mound",Forest,Scrub,42.3058633333333,26.863225,4683745.84518066,488727.025643101,1.3,Northwest,0.3,5,0,0,we could not discern the dimensions,NA,NA,No,NA,NA,5 - extinct or near extinct,,Other (specify in Annotation),indeterminable,5 - none or nearly none,Unknown,Unknown,none,none,NA,POINT(488727.025643 4683745.845181)
8773,Julie Lund,2022-09-21,Extinct Burial Mound,none,Legacy verification,"poorly accessible spot in the forest, point taken in the highest point,  CA 30m east of the map point, no mound in sight, reasonable sight, Map point in the forest next to dirtroad",Forest,Forest,42.31153,26.860585,4684375.39583218,488510.467763573,1.6,South,0,0,0,0,none,NA,NA,No,NA,NA,0 - No observation,,No observation,none,No observation,Not available,Not relevant,none,don''t bother without lidar,NA,POINT(488510.467764 4684375.395832)
8644,Matilde Jensen,2022-09-21,Other,"military structure and geodetic point ),round shape enclosed with military trenches",Legacy verification,"we discovered a military structure at the point on the legacy map. it could possibly have been a mound, but later military have damaged it. a big geodetic marker is situated at the top. the geodetic marker is enclosed by military trenches",Forest,Scrub,42.296275,26.7441783333333,4682703.83291611,478912.013702755,1.5,Northwest,1,20,NA,NA,NA,NA,none,No,NA,NA,0 - No observation,specify in Annotation) (military activity ),Other (military activity and geodetic marker ),NA,4 - minimal,Other,Unknown,no RT just military trenchee,set of military installations,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8644_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8644_2.jpg''}}",POINT(478912.013703 4682703.832916)
8774,Julie Lund,2022-09-21,Burial Mound,,Legacy verification,"located next to a forest, west of the dirt road on a field accessible due to broken fence, full of medium size stones. main road nearby (north west of mound), ploughed and harrowed, full of vegetation, I discernible due to ploughing",Annual agriculture,Annual agriculture,42.313945,26.85481,4684644.34097641,488034.993174005,1.2,Northwest,0.5,20,0,NA,none,NA,NA,No,NA,NA,4 - seriously damaged,within the last 10 years),Agriculture,ploughing,3 - impaired,Agriculture,Other,none,NA,NA,POINT(488034.993174 4684644.340976)
8645,Matilde Jensen,2022-09-21,Surface Scatter,,Survey,artifact scatter found in a100m radius on a ploughed field.,Annual agriculture,Annual agriculture,42.29268,26.739105,4682305.93229847,478492.583383335,1.4,Northwest,0,100,NA,NA,NA,Artefact scatter,sherds of pottery found in a ploughed field. mostly Roman pottery including rim and handle fragments,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8645_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8645_2.jpg''}}",3 - damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,no observation,NA,NA,POINT(478492.583383 4682305.932298)
8775,Julie Lund,2022-09-21,Extinct Burial Mound?,"grassland,grassland,undiscernible",Legacy verification,"ghost mound. 200 m south of the asphalt road. fan like feature carved into the slope, bedrock protruding in the bottom. improbable location in valley bottom. easily accessible. another potentially feature 50m east a rocky outcrop. pile of dirt at the bottom of the slope, excavated?",Pasture,Pasture,42.30856,26.8436433333333,4684048.04803454,487113.657345728,1.4,Southwest,0,0,0,0,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,none,No observation,Not available,Not relevant,none,"don''t go here either, mound undiscernible",NA,POINT(487113.657346 4684048.048035)
8646,Matilde Jensen,2022-09-21,Burial Mound,,Legacy verification,mound located in a forest surrounded by scrub. rt on top of mound. in the landscape there is naturally occurring stones in the soil and terrain.,Forest,Scrub,42.2906983333333,26.74287,4682084.95450754,478802.294643384,1.2,West,1.7,24,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,RT really overgrown ),Looting,NA,3 - impaired,Looting,Unknown,"01, round, 2m, 0.3m, densely overgrown, impossible to trace its exact borders, very old rt as a tree has been growing in the middle",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8646_1.jpg''}}",POINT(478802.294643 4682084.954508)
8776,Julie Lund,2022-09-21,Burial Mound,"grassland,grassland",Legacy verification,"grass covered low mound, north of asphalt road, easily visible from the village and easily accessible, nearly extinct. geodetic marker from 1989. has RT or TE.",Pasture,Pasture,42.304145,26.8332683333333,4683559.4519778,486257.627494454,1.2,West,1.7,16,0.4,10,NA,NA,NA,No,NA,NA,4 - seriously damaged,specify in Annotation),Looting,possible TE and land marker,4 - minimal,Other,Unknown,"1, round, 5,1, could be TE, open to the west, overgrown with raspberries",NA,NA,POINT(486257.627494 4683559.451978)
8647,Matilde Jensen,2022-09-22,Burial Mound,"grassland,grassland,round",Legacy verification,"mound located 200m west from the village Lyulin. mound is very prominent, but overgrown by pasture. on the southern side of the mound right at the base, we discovered a RT. at the top of the mound there might have been another RT, but it is really old since it is overgrown. the mound is located east of a dirt road.",Pasture,Pasture,42.43514,26.793065,4698111.8988931,482979.386026812,1.2,Southeast,2.5,28,1.5,NA,NA,NA,none,No,NA,NA,3 - damaged,"The two RT is really overgrown by pasture, which makes it hard to determine the dimensions)",Looting,NA,3 - impaired,Looting,Unknown,"01, round, 3m,0,3m, manually excavated, really overgrown which makes it hard to gage its dimensions.
02, oval, 1.5m,1m,0.5m, manually excavated, also overgrown, but it is possible to see its dimensions",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8647_1.jpg''}}",POINT(482979.386027 4698111.898893)
9871,Joel Sercombe,2022-09-22,Burial Mound,Slightly ovoid.,Legacy verification,"Burial mound, west of Lulin village on upper slope on hill. Surrounded by field with straw. Mound has been partially ploughed over. Ploughing has slightly elongated the mound in the east and west directions.",Annual agriculture,Annual agriculture,42.437075,26.783575,4698328.70212606,482199.371189318,1.2,Northwest,2,20,1,16,NA,NA,Straw and a small amount of scrub on south side of mound.,No,NA,NA,2 - minor damage,,Agriculture,Unclear extent of damage due to ploughing.,3 - impaired?,Agriculture,Last year,None visible.,NA,NA,POINT(482199.371189 4698328.702126)
9872,Joel Sercombe,2022-09-22,Burial Mound,Round,Legacy verification,"Mound is located west of Lulin village, on the upper slope of a small hill. Mound is surrounded by fields and covered in scrub and long grass. Significant damage has been made to the mound by looters.",Annual agriculture,Scrub,42.4359916666667,26.7827766666667,4698208.57927382,482133.40171806,1.1,Southwest,1.8,14,NA,NA,NA,NA,Small scrub and grass. Geodatic marker on top of mound.,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9872_1.jpg''}}",4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"01, rectangular, 2m, 7m, 1m, manually excavated
02, oval, 4m, 6m, 1.5m, machine excavated",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9872_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9872_2a.jpg''}}",POINT(482133.401718 4698208.579274)
8777,Dorthe Pedersen,2022-09-22,Tell?,"grassland,hight from field is 5 m.",Legacy verification,"irregular shaped rounded feature in a grassy elevated spot surrounded by agricultural fields,next to the dirt road. ckusterof stoneson mound. 5 m. above the surrounded landscape. pottery all over, settlement mound ?",Annual agriculture,Pasture,42.4265183333333,26.798215,4697153.55296024,483400.704144996,1.1,Northwest,5,100,2,NA,NA,Artefact scatter,"prehistoric, slag, daub, ancient handmade in the vicinity of the mound, registered separately",No,prehistory,NA,2 - minor damage,,Animal activity,NA,1 - full,Animal activity,Last month,NA,NA,NA,POINT(483400.704145 4697153.55296)
8778,Dorthe Pedersen,2022-09-22,Surface Scatter,,Survey,"surface scatter in relation to possible settlement mound 8777. in harrowed field with recent perticipation. perfect visibility. 1-10 pieces per m2. handmade  ware with canelures, stamped and insized decoration. lots of daub. thin and thick walled. 1 red slip and 1 yellow glazed shard",Annual agriculture,Annual agriculture,42.4260666666667,26.7982883333333,4697103.38682823,483406.617599239,2.2,Northwest,0,100,NA,20,NA,Artefact scatter,NA,Yes,EIA,NA,1 - pristine,,Agriculture,NA,1 - full,Agriculture,Last week,NA,come back and get the rest,NA,POINT(483406.617599 4697103.386828)
9873,Joel Sercombe,2022-09-22,Burial Mound,Oval. Difficult to determine base of mound due to natural topography surrounding matching mound side slope angle Very difficult to determine due to location in topography.??,Legacy verification,"Mound is located West of Lulin, south of Erkesia and Kavakdere River. Mound is on the top of a small ridge and is surrounded with dense forest. North East slope is larger than the south west, due to natural topographic slopes on the ridgeline. Difficult to determine the base of the mound due to topography. Top of mound has minor damage due to excavation.",Forest,Scrub,42.4413483333333,26.7711783333333,4698805.87552361,481181.042401772,1.2,Southeast,1.8,17,NA,NA,NA,NA,Grass and dense scrub on sides of mound.,No,NA,NA,2 - minor damage,,Excavation (Trench may be of military origin. Angel considers it very unlikely to be a robbers trench due to location and depth in mound.),NA,2 - good,Unknown,Unknown,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9873_1.jpg''}}",POINT(481181.042402 4698805.875524)
8648,Matilde Jensen,2022-09-22,Uncertain Feature?,40m in diameter at the base and around,Legacy verification,"very big feature located in a dense forest. on the map it is located near Ploskata mogila. located just in the periphery of the forest. the determination of the type is quite uncertain. Could be an observation post, a tomb or something else. At the top, we discovered a very large hole filled with stones. the shape of it is sort of triangular 
Someone could have been working at the feature without being noticed",Forest,Forest,42.4438433333333,26.7607916666667,4699085.26867288,480327.592921248,1.8,East,5,40,NA,NA,NA,NA,none,No,NA,NA,4 - seriously damaged (We do not know if this is looting due to the uncertainty of the type of feature)?,"specify in Annotation) (could have been looting or other kinds of activity ),the hole looks very recent as there is little to no scrub in the soil)",Other,NA,4 - minimal,Other,Unknown,"01, triangular, 8m, 6m 2m,",The hole at the top of the feature is almost triangular. at some point  it has been covered by stones as stones are scattered both in the trench and at the top of it. some of the stone have remains of possible clay plaster. Stones are red in color some with a grey/white plaster on them.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8648_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8648_2.jpg''}}",POINT(480327.592921 4699085.268673)
8779,Dorthe Pedersen,2022-09-22,Other,spearhead),Survey,bent metal spearhead. within the surface scatter 8778,Annual agriculture,Annual agriculture,42.42623,26.7990816666667,4697121.36820498,483471.922413294,1.1,Northwest,0,0,NA,NA,30 cm long,Other,spearhead,Yes,NA,NA,0 - No observation,,Post-depositional,NA,No observation,Not available,Not relevant,NA,NA,NA,POINT(483471.922413 4697121.368205)
8780,Dorthe Pedersen,2022-09-22,Burial Mound,grassland (scrub,Legacy verification,"middle of ploughed field. massive mound. minimal damage,easily accessible and within the pottery scatter 8778.",Annual agriculture,Pasture,42.4259866666667,26.80202,4697093.78149555,483713.574647736,1.1,North,5,25,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Looting,NA,1 - full,Animal activity,Last month,"01,round on S side, ca.5m across,1.5m deep,covered by tall grass",come back and dig it,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8780_1.jpg''}}",POINT(483713.574648 4697093.781496)
9874,Joel Sercombe,2022-09-22,Burial Mound,"grassland (Pasture on a east, west and north and Forest on the south,Round. Difficult to confirm dimensions due to forest and scrub.",Legacy verification,Mound is on the lower section of ridge located south of Kavak Dere River. Mound is surrounded on north and east sides with pasture and on the south west side with forest. Minor looting visible in mound.,Pasture,Forest,42.4375883333333,26.770705,4698388.4796503,481140.986583684,12.3,Southwest,3.5,25,NA,NA,NA,NA,scrub and grass on surface with forest on south west side,No,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Unknown,"01, circular, 3m, 3m, 0.6m , hand excavated",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9874_1a.jpg''}}",POINT(481140.986584 4698388.47965)
8781,Dorthe Pedersen,2022-09-22,Burial Mound,,Legacy verification,2 m mound on upper slop 50 m away from a hilltop mound. ploughed over but still visible.100 m west of dirt road. light Grey soil on dark Grey surroundings. few fragments of coarse red ware and daub. very stony field.,Annual agriculture,Annual agriculture,42.4176033333333,26.7910366666667,4696165.08501382,482807.762346663,1.1,West,2,20,NA,NA,NA,NA,"red cw daub,nothing diagnostic. green stone",No,NA,NA,2 - minor damage,,Agriculture,NA,2 - good,Agriculture,Last week,no RT,NA,NA,POINT(482807.762347 4696165.085014)
8782,Dorthe Pedersen,2022-09-22,Burial Mound,grassland (partial scrub,Legacy verification,"low Mound on hilltop near 8781 with surface scatter along its periphery,up to 10 artifacts per m.. small Rt on top. easily accessible through a perfectly leveled harrowed field.",Annual agriculture,Pasture,42.4167766666667,26.7906333333333,4696073.37611894,482774.35226207,1.3,South,1.6,13,NA,NA,NA,Artefact scatter,prehistoric handmade decorated incised pottery. thin and thick walled handmade. stoneaxe butt. daub. redslip Roman. redfabric fineware. thick walled covertilles.,Yes,NA,NA,1 - pristine,,Agriculture,Shallow old RT,1 - full,Agriculture,Last week,"01.round,1.5 and 0.5 deep",NA,NA,POINT(482774.352262 4696073.376119)
9875,Joel Sercombe,2022-09-22,Burial Mound,round,Legacy verification,Mound is located on a ridge in dense scrub and forest east of Lulin and south of Kavac Dere River. Mound is on a slight ridge and appears to be surrounded in very old fox holes and other military embankment works. there is a fox hole on top of the mound.,Forest,Forest,42.43578,26.76747,4698188.4105707,480874.364883056,1.7,North,1.8,15,NA,NA,NA,NA,Dense scrub and grass with some trees.,No,NA,NA,2 - minor damage,"specify in Annotation) (Military earthworks),estimated 40ish years)??",Other,Military fox hole?,2 - good,Other,Other,"01, rectangular, 3m,2m,0.3m,manually excavated (Expected to be a fox hole for military not a robbers trench)",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9875_1.jpg''}}",POINT(480874.364883 4698188.410571)
9876,Joel Sercombe,2022-09-22,Burial Mound,Round,Legacy verification,Mound is located on the top of a small ridge West of Lulin and south west of Kavak Dere River. Mound is surrounded by medium dense forest and appears otherwise untouched by robbers or military or any other activity.,Forest,Forest,42.4355083333333,26.7672283333333,4698158.29987161,480854.40505298,1.3,Northwest,1.8,20,NA,NA,NA,NA,Bare earth and scrub,No,NA,NA,1 - pristine,,No observation,NA,1 - full,No observation,Not relevant,N/A,NA,NA,POINT(480854.405053 4698158.299872)
8783,Dorthe Pedersen,2022-09-22,Burial Mound,"possibly a stone pile under scrub and grass)?,scrub?,scrubs",Legacy verification,"poorly visible stony low mound,pertaining from a Scrubby patch into the field. visible in satellite image. tree on top and scrub. no visible rts, obscured by vegetation. disturbed ground, irregular surface. rts possible but visible",Annual agriculture,Scrub,42.4145083333333,26.7711616666667,4695825.63947056,481171.64112144,1.2,Northwest,0.5,20,0.4,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,vegetation  and tree on top,5 - none or nearly none,Agriculture,Last year,no rt,NA,NA,POINT(481171.641121 4695825.639471)
9877,Joel Sercombe,2022-09-22,Burial Mound,round,Legacy verification,Burial mound,Forest,Forest,42.4319316666667,26.7621466666667,4697762.31451626,480435.322589584,1.2,South,4.5,35,3.5,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,2 - good,Looting,Last year,"01, rectangular,2m,1m,0.5m,manually excavated 
02, rectangular, 4.5m,2m,0.8m, manually excavated 
03, rectangular, 4m, 2m,0.6m manually excavated",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9877_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9877_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9877_3.jpg''}}",POINT(480435.32259 4697762.314516)
8784,Dorthe Pedersen,2022-09-22,Burial Mound,sprawling ploughed mound,Legacy verification,"low Mound south of lyulin reservoir in a compacted harrowed field , heaviploughed with great ground visibility.  liwerslipe and near a tree patch",Annual agriculture,Annual agriculture,42.421355,26.810765,4696577.85450501,484431.818803978,1.2,Northwest,1,25,0,0,NA,NA,"field is stony, and recent shards",No,NA,NA,5 - extinct or near extinct,,Agriculture,ploughing,4 - minimal,Agriculture,Last month,none,not easy to see,NA,POINT(484431.818804 4696577.854505)
9878,Joel Sercombe,2022-09-22,Burial Mound,oval. expected to be oval and reduced in height because of ploughing.,Legacy verification,Mound is in a field and has been recently harrowed. The mound is elongated due to ploughing. The soil on the mound is greyish compared to the surround soil. The mound is southwest of Lulin and north from Kakaraja River,Annual agriculture,Forest,42.430605,26.7781466666667,4697611.44269358,481751.021827007,1.4,East,0.4,16,NA,11,NA,Other (Single pottery shard found at base of mound on north side.  refer photos.),Pottery shars found at base of mound.,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9878_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9878_2.jpg''}}",4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last week,N/A,NA,NA,POINT(481751.021827 4697611.442694)
8785,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,"Overploughed mound 500 m south of the eternal fire monument. East of the dirtroad, easy accessible. Place name is stoichova mound.
North of the Nedyalsko village
",Annual agriculture,Annual agriculture,42.49204,26.8196566666667,4704424.96823166,485180.004264029,1.1,Northwest,1.4,40,NA,NA,NA,"Other (Lozenge shaped, natural? Depression in the ground.
10 m east of the mound, 10x4 m in Noth-South direction.
About 1 m deep.)",NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,No RT. overploughed,NA,NA,POINT(485180.004264 4704424.968232)
8786,Mathias Kaas,2022-09-23,Burial Mound,"e.g orchard or vineyard,grassland,Round",Legacy verification,"3 m mound covered in pasture in the middle of a vineyard.Nearly touched and accessible from dirtroad to the northwest. 
",Perennial agriculture,Pasture,42.48532,26.814105,4703679.7751001,484722.151994093,1.2,Southeast,3,32,NA,NA,NA,NA,none,No,NA,NA,2 - minor damage,,Animal activity,Minor looti g,2 - good,Animal activity,Unknown,1: Round 1.5x0.5 m Shallow center tot he top.,NA,NA,POINT(484722.151994 4703679.7751)
9879,Joel Sercombe,2022-09-23,Burial Mound,oval,Legacy verification,"Mound is North West of Lulin and between Arnauska River (to the north) and Kara Dere River (to the south). The mound is close to the Erkesia (to the south). The burial mound is ploughed heavi,you and is elongated due to agriculture. the mound is covered in stones that were placed there by farmers and there is a small tree on the top.",Annual agriculture,Scrub,42.44552,26.7735833333333,4699268.55688661,481380.072000735,9.7,South,0.4,16,NA,10,NA,Other (Stones piled on top removed from agricultural field),NA,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9879_1.jpg''}}",4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(481380.072001 4699268.556887)
8787,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,"Overploughed mound with road cut on the south side of the mound. Stones on top spread across. Hardly visible, merges with the landscape.
",Annual agriculture,Annual agriculture,42.482605,26.82552,4703376.31343553,485659.678141151,1.2,Northwest,0.5,28,NA,NA,NA,NA,Loose black stones on top.,No,NA,NA,5 - extinct or near extinct,,Anthropogenic,Roadcut thru mound on the south side,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(485659.678141 4703376.313436)
9880,Joel Sercombe,2022-09-23,Burial Mound,"grassland,oval",Legacy verification,"Mound is North West of Lulin, South of Arnauska River and north of Erkesia",Annual agriculture,Pasture,42.4471416666667,26.77,4699449.41500902,481085.875523467,1.4,Northwest,0.5,16,0.2,12,NA,Artefact scatter,"Pottery found on south east side of mound. Pottery was found in ploughed areas with very good soil visibility. Other areas around the mound have very low visibility (north, east and west sides)",Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9880_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9880_2.jpg''}}",4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last year,N/A,NA,NA,POINT(481085.875523 4699449.415009)
8788,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,"Overploughed mound south of the dirtroad. Hardly visible. 
",Annual agriculture,Annual agriculture,42.48111,26.8262083333333,4703210.19511134,485715.911467105,1.3,South,0.4,28,NA,NA,NA,NA,Loose black stones on the top,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(485715.911467 4703210.195111)
8789,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,Overploughed mound south of the dirtroad. Badly visible.,Annual agriculture,Annual agriculture,42.4798433333333,26.8330983333333,4703068.40962806,486281.930026579,1.1,South,1.1,30,NA,NA,NA,NA,1 small piece of ceramic,No,NA,NA,4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(486281.930027 4703068.409628)
9881,Joel Sercombe,2022-09-23,Surface Scatter,,Survey,"Scatter is North West of Lulin, South of Arnauska River and South of Erkesia and immediately north of Kavak Dere River. Fragments are found in a ploughed hillside running in east direction from the GPS point along the north wesf River bank and some smaller scatters are found on the south east bank along the road. The exact dimensions of the site have not been able to be determined and may extend beyond the estimated size given. surrounding land has low visibility due to pasture and grasses. 

handheld GPS points are 062 and 063.",Annual agriculture,Annual agriculture,42.44227,26.780639999999998,4698906.16125169,481959.46208014,1.4,Northwest,0,NA,NA,NA,NA,Artefact scatter,Scattered pottery shards in ploughed fields.,Yes,Roman or medieval??,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9881_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9881_2.jpg''}}",3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,N/A,NA,NA,POINT(481959.46208 4698906.161252)
8790,Mathias Kaas,2022-09-23,Uncertain Feature,,Survey,Round scatter black stones. 50 m east of mound 8789. overgrown with pasture. Natural feature?,Annual agriculture,Annual agriculture,42.4797933333333,26.8337933333333,4703062.74557525,486339.042971809,1.2,Southeast,0.2,12,NA,NA,NA,NA,"Loose scatter of stones on top. One piece of a amphora handle, red fabric.",No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(486339.042972 4703062.745575)
8791,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,Overloughed mound. Poorly visible in the middle of field.,Annual agriculture,Annual agriculture,42.4770733333333,26.84343,4702759.21500935,487130.548426026,1.2,Northwest,0.7,24,NA,NA,NA,NA,Some heavily worn red fabric. redm cw,No,Roman?,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8791_1.jpg''}}",4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(487130.548426 4702759.215009)
8792,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,Overploughed mound on a lower ridge with a clear soil mark Grey over dark Grey. The field is stoney.,Annual agriculture,Annual agriculture,42.4636983333333,26.8509166666667,4701272.97296584,487743.314524874,1.3,West,0.8,25,NA,NA,NA,NA,none,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(487743.314525 4701272.972966)
8793,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,"Overploughed mound. Soil mark. Easily accessible from, the dirtroad to the south.
",Annual agriculture,Annual agriculture,42.4663916666667,26.83958,4701573.73463825,486811.850847471,1.1,North,1.4,35,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(486811.850847 4701573.734638)
