"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"715",8387,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"33",NA,"2.8","2 - minor damage","Looting"
"716",8157,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",50,"0.8","4 - seriously damaged","Agriculture"
"717",8388,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.4","4 - seriously damaged","Agriculture"
"718",9589,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",13,"1","2 - minor damage","Post-depositional"
"719",8389,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1","3 - damaged","Agriculture"
"720",9590,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",18,"1.5","2 - minor damage","Post-depositional"
"721",8390,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"32",NA,"0.8","4 - seriously damaged","Road cut"
"722",8391,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",NA,"1.5","3 - damaged","Agriculture"
"723",9591,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","2 - minor damage","Agriculture"
"724",8158,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1","1 - pristine","No observation"
"725",9592,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"1.1","2 - minor damage","Agriculture"
"726",9593,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"16",16,"0.9","3 - damaged","Agriculture"
"727",8392,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"35",NA,"1.2","4 - seriously damaged","Construction"
"728",9594,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.9","2 - minor damage","Agriculture"
"729",9595,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"14",14,"0.8","2 - minor damage","Agriculture"
"730",9596,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.9","2 - minor damage","Agriculture"
"731",8393,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"30",NA,"1.2","4 - seriously damaged","Construction"
"732",8159,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",25,"2.5","3 - damaged","Looting"
"733",9597,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",24,"3.5","2 - minor damage","Agriculture"
"734",8394,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"0.3","5 - extinct or near extinct","Agriculture"
"735",9598,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",18,"1.6","2 - minor damage","Agriculture"
"736",8395,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.5","3 - damaged","Agriculture"
"737",9599,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"29",29,"5","3 - damaged","Looting"
"738",8396,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"739",8160,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",40,"3.5","2 - minor damage","Animal activity"
"740",9600,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",17,"1.6","3 - damaged","Agriculture"
"741",8397,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.3","3 - damaged","Agriculture"
"742",9601,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"24",20,"3.5","3 - damaged","Looting"
"743",8161,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"50",45,"2","0 - No observation","No observation"
"744",9602,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture"
"745",9603,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture"
"746",8398,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"27",NA,"1.7","4 - seriously damaged","Agriculture"
"747",8399,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.4","4 - seriously damaged","Agriculture"
"748",8162,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"0.8","4 - seriously damaged","Looting"
"749",8400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"34",NA,"2","3 - damaged","Agriculture"
"750",9604,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",19,"1.6","3 - damaged","Agriculture"
"751",9605,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",15,"1.5","3 - damaged","Agriculture"
"752",9606,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"20",18,"1.9","2 - minor damage","Agriculture"
"753",9607,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.8","2 - minor damage","Agriculture"
"754",9608,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",24,"2","4 - seriously damaged","Looting"
"755",8401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"0.8","4 - seriously damaged","Agriculture"
"756",9609,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",22,"2","3 - damaged","Looting"
"757",8163,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"0.5","4 - seriously damaged","Agriculture"
"758",9610,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",17,"1.4","3 - damaged","Agriculture"
"759",9611,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"27",25,"2.8","3 - damaged","Looting"
"760",9612,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"23",22,"2","4 - seriously damaged","Looting"
"761",9613,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",23,"2.1","2 - minor damage","Agriculture"
"762",8165,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"50",50,"4.5","2 - minor damage","Animal activity"
"763",8166,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture"
"764",8167,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"2","3 - damaged","Agriculture"
"765",8168,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"60",50,"5","2 - minor damage","Animal activity"
"766",8169,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"2.5","2 - minor damage","Agriculture"
"767",8170,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",40,"0.4","5 - extinct or near extinct","Agriculture"
"768",9614,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",14,"1.7","3 - damaged","Looting"
"769",8171,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"770",9615,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"3.5","4 - seriously damaged","Looting"
"771",8172,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"772",9616,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",NA,"0","5 - extinct or near extinct","Other"
"773",8173,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",35,"1","1 - pristine","No observation"
"774",9617,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",28,"3.1","4 - seriously damaged","Looting"
"775",9338,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.2","4 - seriously damaged","Agriculture"
"776",9071,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"50",50,"1.5","4 - seriously damaged","Construction"
"777",9618,"Legacy verification","Uncertain Mound","Annual agriculture","Pasture",NA,"15",15,"0.5","4 - seriously damaged","Looting"
"778",9619,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"25",20,"3.5","4 - seriously damaged","Looting"
"779",9620,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"14",14,"1.1","3 - damaged","Looting"
"780",9621,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",NA,"0",0,"0","0 - No observation","No observation"
"781",8174,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",30,"1.5","3 - damaged","Agriculture"
"782",8175,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"2","3 - damaged","Agriculture"
"783",9622,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"21",20,"1.4","3 - damaged","Agriculture"
"784",8176,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"45",40,"4.5","3 - damaged","Looting"
"785",8177,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.8","3 - damaged","Agriculture"
"786",8178,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.5","3 - damaged","Agriculture"
"787",8179,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"2.5","4 - seriously damaged","Agriculture"
"788",8180,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"789",8181,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",35,"1.1","4 - seriously damaged","Agriculture"
"790",8182,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"791",8183,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","4 - seriously damaged","Agriculture"
"792",8184,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"0.9","4 - seriously damaged","Agriculture"
"793",8185,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"2.3","3 - damaged","Agriculture"
"794",8186,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",54,"1.2","4 - seriously damaged","Agriculture"
"795",8187,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",25,"1.1","4 - seriously damaged","Agriculture"
"796",9623,"Legacy verification","Uncertain Mound","Scrub","Scrub",NA,"0",NA,"0","0 - No observation","No observation"
"797",9624,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",19,"1.6","3 - damaged","Looting"
"798",9625,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.5","3 - damaged","Looting"
"799",8402,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"28",NA,"1.9","3 - damaged","Construction"
"800",9626,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"50",50,"3","0 - No observation","Construction"
"801",9627,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"22",20,"1.2","4 - seriously damaged","Looting"
"802",8403,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"35",NA,"2.5","2 - minor damage","Looting"
"803",9628,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"24",23,"1.2","2 - minor damage","Looting"
"804",8188,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"45",40,"0.8","3 - damaged","Agriculture"
"805",8189,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"0.8","5 - extinct or near extinct","Agriculture"
"806",8190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",40,"0.8","5 - extinct or near extinct","Agriculture"
"807",8191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"0.8","5 - extinct or near extinct","Agriculture"
"808",8404,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1.5","4 - seriously damaged","Agriculture"
"809",9629,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",15,"1.75","4 - seriously damaged","Agriculture"
"810",8192,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture"
"811",9630,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",20,"1.7","3 - damaged","Looting"
"812",8405,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"16",NA,"0.6","4 - seriously damaged","Agriculture"
"813",9631,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1.6","3 - damaged","Construction"
"814",8193,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",40,"1.2","5 - extinct or near extinct","Agriculture"
"815",8406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"1","4 - seriously damaged","Agriculture"
"816",9632,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1","4 - seriously damaged","Looting"
"817",8194,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",12,"1.3","5 - extinct or near extinct","Looting"
"818",8195,"Survey","Burial Mound","Pasture","Pasture",NA,"35",25,"2","3 - damaged","Looting"
"819",9633,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",26,"2.7","3 - damaged","Looting"
"820",9634,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"28",25,"2.1","4 - seriously damaged","Looting"
"821",8407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",25,"1.75","4 - seriously damaged","Agriculture"
"822",8196,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.2","4 - seriously damaged","Agriculture"
"823",9635,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"1.2","2 - minor damage","Post-depositional"
"824",9636,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"3","3 - damaged","Looting"
"825",9637,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"24",23,"2.1","3 - damaged","Looting"
"826",8197,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"40",30,"1.2","4 - seriously damaged","Agriculture"
"827",8408,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"36",NA,"2.2","3 - damaged","Agriculture"
"828",8409,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",NA,"0.9","4 - seriously damaged","Agriculture"
"829",8198,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"55",55,"7","4 - seriously damaged","Looting"
"830",8199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"2","4 - seriously damaged","Agriculture"
"831",8410,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",NA,"0.5","3 - damaged","Agriculture"
"832",8411,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.4","3 - damaged","Agriculture"
"833",8412,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.3","5 - extinct or near extinct","Agriculture"
"834",8413,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.3","5 - extinct or near extinct","Agriculture"
"835",8414,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.15","3 - damaged","Agriculture"
"836",9400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.8","2 - minor damage","Agriculture"
"837",9638,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"39",35,"1.6","4 - seriously damaged","Agriculture"
"838",9639,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",100,"0","3 - damaged","Agriculture"
"839",9640,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"25",23,"0.8","3 - damaged","Agriculture"
"840",8200,"Legacy verification","Burial Mound","Forest","Forest",NA,"10",10,"0.5","5 - extinct or near extinct","Looting"
"841",8415,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"13",10,"1.1","3 - damaged","Post-depositional"
"842",8416,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation"
"843",8417,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation"
"844",8201,"Legacy verification","Surface Scatter","Forest","Forest",NA,"45",45,"8","2 - minor damage","Looting"
"845",9641,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"43",39,"2.6","3 - damaged","Agriculture"
"846",8202,"Legacy verification","Burial Mound","Forest","Scrub",NA,"45",45,"5","2 - minor damage","Looting"
"847",8418,"Legacy verification","Surface Scatter","Pasture","Pasture",NA,"100",NA,"1","2 - minor damage","Agriculture"
"848",8203,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.8","4 - seriously damaged","Agriculture"
"849",9642,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",100,"0","3 - damaged","Agriculture"
"850",8204,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",20,"1.2","3 - damaged","Looting"
"851",9643,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.5","3 - damaged","Agriculture"
"852",8419,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",NA,"0","3 - damaged","Agriculture"
"853",8205,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"20",20,"1.5","3 - damaged","Other"
"854",8420,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3.5","3 - damaged","Looting"
"855",8421,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"16",NA,"2.2","4 - seriously damaged","Looting"
"856",9644,"Legacy verification","Uncertain Feature","Pasture","Pasture",NA,"100",NA,"5","3 - damaged","Construction"
"857",8206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"60",60,"2.3","2 - minor damage","Looting"
"858",8422,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"22",NA,"2.5","4 - seriously damaged","Looting"
"859",9645,"Legacy verification","Uncertain Mound","Annual agriculture","Pasture",NA,"30",25,"1.4","4 - seriously damaged","Construction"
"860",8207,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"1.8","3 - damaged","Agriculture"
"861",8423,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.3","3 - damaged","Looting"
"862",8424,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"8",NA,"1","2 - minor damage","Post-depositional"
"863",8208,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"1.9","3 - damaged","Agriculture"
"864",8425,"Legacy verification","Surface Scatter","Pasture","Pasture",NA,"100",NA,"9","3 - damaged","Looting"
"865",8209,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",20,"3.5","3 - damaged","Construction"
"866",8426,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3","2 - minor damage","Looting"
"867",8210,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",15,"1.2","2 - minor damage","Looting"
"868",8427,"Legacy verification","Uncertain Mound","Scrub","Pasture",NA,"14",NA,"1.7","4 - seriously damaged","Construction"
"869",8428,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.65","2 - minor damage","Construction"
"870",8211,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"25",25,"1.4","4 - seriously damaged","Looting"
"871",8212,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","0 - No observation","Construction"
"872",8213,"Legacy verification","Burial Mound","Forest","Scrub",NA,"25",20,"1.2","4 - seriously damaged","Looting"
"873",8214,"Legacy verification","Burial Mound","Forest","Forest",NA,"40",35,"0.4","1 - pristine","No observation"
"874",8215,"Legacy verification","Extinct Burial Mound","Forest","Forest",NA,"0",NA,"0","5 - extinct or near extinct","No observation"
"875",8216,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture"
"876",8217,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"20",20,"0.4","5 - extinct or near extinct","No observation"
"877",8429,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",NA,"1.7","4 - seriously damaged","Excavation"
"878",8430,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"12",NA,"0.8","5 - extinct or near extinct","Excavation"
"879",8431,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.5","4 - seriously damaged","Looting"
"880",8432,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"40",NA,"3","3 - damaged","Excavation"
"881",8433,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Urban development"
"882",8434,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",NA,"5","1 - pristine","Looting"
"883",8435,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",NA,"3.5","3 - damaged","Construction"
"884",8436,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.8","5 - extinct or near extinct","Agriculture"
"885",8437,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.7","5 - extinct or near extinct","Agriculture"
"886",8218,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture"
"887",8219,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",42,"1.9","3 - damaged","Agriculture"
"888",8220,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"0.4","4 - seriously damaged","Agriculture"
"889",8221,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",22,"1.2","3 - damaged","Agriculture"
"890",8222,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",26,"0.8","4 - seriously damaged","Agriculture"
"891",8223,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"34",31,"1","4 - seriously damaged","Agriculture"
"892",8224,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"21",20,"0.6","4 - seriously damaged","Agriculture"
"893",8225,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"51",48,"1.6","3 - damaged","Agriculture"
"894",8226,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"32",30,"1.3","4 - seriously damaged","Agriculture"
"895",8227,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture"
"896",8501,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"35",35,"5","2 - minor damage","Looting"
"897",8502,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-10,"45",40,"4","2 - minor damage","Looting"
"898",8503,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-10,"0",NA,"0","1 - pristine","No observation"
"899",8504,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-10,"45",40,"2","4 - seriously damaged","Agriculture"
"900",8505,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-10,"60",55,"6","2 - minor damage","Looting"
"901",8506,"Legacy verification","Burial Mound","Pasture","Other",2018-09-10,"60",55,"4","4 - seriously damaged","Excavation"
"902",8507,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"120",60,"15","4 - seriously damaged","Excavation"
"903",8508,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"35",30,"1.5","4 - seriously damaged","Looting"
"904",8509,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-10,"80",75,"5","2 - minor damage","Looting"
"905",8510,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"40",35,"4.5","2 - minor damage","Looting"
"906",8230,"Legacy verification","Uncertain Feature","Annual agriculture","Scrub",2018-09-11,"18",NA,"2","4 - seriously damaged","Construction"
"907",8231,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-11,"100",NA,"0.5","0 - No observation","No observation"
"908",8511,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"909",8512,"Legacy verification","Other","Other","Other",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"910",8232,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"16",NA,"1","4 - seriously damaged","Agriculture"
"911",8513,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"30",25,"2.5","3 - damaged","Urban development"
"912",8233,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"17",15,"1.3","2 - minor damage","Agriculture"
"913",8514,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"25",20,"2","1 - pristine","No observation"
"914",8234,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"20",NA,"1","3 - damaged","Construction"
"915",8515,"Legacy verification","Other","Scrub","Scrub",2018-09-11,"0",NA,"0","0 - No observation","Other"
"916",8235,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"20",15,"1.2","3 - damaged","Agriculture"
"917",8516,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-11,"20?",15,"1.5","3 - damaged","Looting"
"918",8236,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Agriculture"
"919",8517,"Legacy verification","Other","Forest","Forest",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"920",8518,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-11,"140",15,"0.8","4 - seriously damaged","Agriculture"
"921",8237,"Legacy verification","Other","Pasture","Other",2018-09-11,"0",NA,"0.5","5 - extinct or near extinct","Construction"
"922",8238,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-11,"32",NA,"2","3 - damaged","Looting"
"923",8239,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"9",NA,"0.2","5 - extinct or near extinct","Construction"
"924",8240,"Survey","Other","Annual agriculture","Pasture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Construction"
"925",9646,"Legacy verification","Surface Scatter","Pasture","Pasture",2018-09-11,"500",400,"0","1 - pristine","No observation"
"926",9647,"Legacy verification","Surface Scatter","Scrub","Scrub",2018-09-11,"300",200,"0","2 - minor damage","Looting"
"927",9648,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"40",35,"1.5","4 - seriously damaged","Urban development"
"928",9649,"Legacy verification","Other","Annual agriculture","Scrub",2018-09-12,"20",10,"1","0 - No observation","Agriculture"
"929",9650,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"25",20,"2","4 - seriously damaged","Agriculture"
"930",9651,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"35",30,"1.5","4 - seriously damaged","Agriculture"
"931",9652,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"35",30,"6","4 - seriously damaged","Looting"
"932",8241,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"22",NA,"2.7","1 - pristine","Agriculture"
"933",9653,"Serendipity","Uncertain Feature","Forest","Forest",2018-09-12,"8",6,"1.3","0 - No observation","Other"
"934",8242,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"20",NA,"2.5","3 - damaged","Looting"
"935",8243,"Survey","Other","Pasture","Pasture",2018-09-12,"8",NA,"1.5","4 - seriously damaged","Other"
"936",9654,"Survey","Uncertain Feature","Forest","Forest",2018-09-12,"12",6,"1.7","0 - No observation","Other"
"937",8244,"Survey","Other","Pasture","Pasture",2018-09-12,"4",NA,"2","4 - seriously damaged","Other"
"938",9655,"Survey","Other","Forest","Forest",2018-09-12,"16",15,"3","0 - No observation","Other"
