TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
201067,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,2017 nothing visible,,
201068,,Pasture,Pasture,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark,Russian topo maps,20,20,NA,p.17,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,Nothing visible at all,,
201069,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,3,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,Nothing visible at all,,
201070,"may behiding in the bush nearby, need GC",Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,Nothing visible at all,,
201071,just 20 m to NE,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Russian topo maps,20,17,NA,p.17,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,40m east,,
201072,,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,3,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,Nothing visible at all,,
201073,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark and cropmark,Atlas of Yambol Mounds,20,17,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201074,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,38,30,3,p.17,"uncertain, smudged",,,,LU ok,,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,2017 visible,,
201075,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,24,22,4,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,2017 visible another mound maybe 190m n,,
201076,,Pasture,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,40,35,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,2017 nothing visible,,
201077,,Annual,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,2017 nothing visible,,
201078,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,3,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201080,39 m to E,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,16,11,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201081,,Forest,Forest,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,2017 nothing visible,,
201082,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201083,10 m to NE,Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Russian topo maps,24,24,NA,p.17,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",2017 something visible,,
201085,,Pasture,Forest,unverifiable: RS impossible,None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible (covered in trees),,
201089,visible from 2016 on 10 m south of point,Pasture,Pasture,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Surface feature,Atlas of Yambol Mounds,20,20,3,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,"Y = yes, visible in the same form as indicated in RS Feature column",2017 Possible mound ,,
201090,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,2017 nothing visible (maybe something 24m NE),,
201091,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible (trench 35m S),,
201092,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201093,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201094,,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201095,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,3,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,2017 maybe something 20m SE,,
201096,10 m to North,Scrub,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,17,16,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 yes visible (lots of mound like features to the west),,
201097,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,35,25,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",2017 yes visible (2nd mound to the west),,
201098,,Annual,Pasture,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Russian topo maps,11,7,NA,p.17,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 yes visible,,
201101,,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 nothing visible,,
201102,,Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,25,22,2,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 nothing visible,,
201103,,Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,35,30,3,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible (looks like hole in top) 42x46m,,
201104,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",2017 visible (25m NW),,
201105,16 m to EW,Perennial,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,40,40,8,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",2017 visible (38x35m),,
201106,,Perennial,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,40,40,7,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column","$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",2017 visible (43x50m),,
201107,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,13,8,3,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,2017 unsure (maybe but it looks like with 201108 there is just one mound),,
201108,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,90,70,15,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 looks like a big mound,,
201109,,Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark and cropmark,Atlas of Yambol Mounds,21,14,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201110,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",2017 not visible,,
201112,,Scrub,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",2017 not visible,,
201113,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",2017 not visible (161m S a large open patch),,
201114,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,30,30,4,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201115,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",2017 not visible,,
201116,,Pasture,Pasture,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Surface feature,Atlas of Yambol Mounds,25,20,2,p.17,1 RT in the middle,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 maybe (looks like a small depression similar to what I have seen on other mounds),,
201117,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,15,15,NA,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201118,visible from 2016,Forest,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Surface feature,Atlas of Yambol Mounds,20,20,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,2017 maybe somthing,,
201119,faint circle in teh trees in 2019,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,2017 maybe somthing,,
201120,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,25,20,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201121,,Forest,Forest,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 not visible,,
201122,,Annual,Forest,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,9,9,1,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",2017 visible (looks like tree on top),,
201123,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",? = maybe something unsure,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,? = maybe something unsure,2017 Not visible,,
